JournalTitle,Category,List,Edition,OverallRank,CategoryRank
科学学与科学技术管理,科学研究,PKU Core,2023,485,4
中国科技论坛,科学研究,PKU Core,2023,486,5
科学管理研究,科学研究,PKU Core,2023,487,6
科技进步与对策,科学研究,PKU Core,2023,488,7
教育研究,教育事业，师范教育、教师教育,PKU Core,2023,489,1
华东师范大学学报.教育科学版,教育事业，师范教育、教师教育,PKU Core,2023,490,2
清华大学教育研究,教育事业，师范教育、教师教育,PKU Core,2023,491,3
北京大学教育评论,教育事业，师范教育、教师教育,PKU Core,2023,492,4
教育发展研究,教育事业，师范教育、教师教育,PKU Core,2023,493,5
教育与经济,教育事业，师范教育、教师教育,PKU Core,2023,494,6
全球教育展望,教育事业，师范教育、教师教育,PKU Core,2023,495,7
教育学报,教育事业，师范教育、教师教育,PKU Core,2023,496,8
现代教育管理,教育事业，师范教育、教师教育,PKU Core,2023,497,9
教师教育研究,教育事业，师范教育、教师教育,PKU Core,2023,498,10
比较教育研究,教育事业，师范教育、教师教育,PKU Core,2023,499,11
湖南师范大学教育科学学报,教育事业，师范教育、教师教育,PKU Core,2023,500,12
教育科学,教育事业，师范教育、教师教育,PKU Core,2023,501,13
教育研究与实验,教育事业，师范教育、教师教育,PKU Core,2023,502,14
外国教育研究,教育事业，师范教育、教师教育,PKU Core,2023,503,15
教育学术月刊,教育事业，师范教育、教师教育,PKU Core,2023,504,16
河北师范大学学报.教育科学版,教育事业，师范教育、教师教育,PKU Core,2023,505,17
苏州大学学报.教育科学版,教育事业，师范教育、教师教育,PKU Core,2023,506,18
当代教育论坛,教育事业，师范教育、教师教育,PKU Core,2023,507,19
比较教育学报,教育事业，师范教育、教师教育,PKU Core,2023,508,20
教育理论与实践,教育事业，师范教育、教师教育,PKU Core,2023,509,21
中国教育科学(中英文),教育事业，师范教育、教师教育,PKU Core,2023,510,22
学校党建与思想教育,教育事业，师范教育、教师教育,PKU Core,2023,511,23
远程教育杂志,电化教育,PKU Core,2023,512,1
电化教育研究,电化教育,PKU Core,2023,513,2
开放教育研究,电化教育,PKU Core,2023,514,3
现代远程教育研究,电化教育,PKU Core,2023,515,4
中国电化教育,电化教育,PKU Core,2023,516,5
中国远程教育,电化教育,PKU Core,2023,517,6
学前教育研究,学前教育,PKU Core,2023,518,1
课程·教材·教法,初等中等教育,PKU Core,2023,519,1
教育科学研究,初等中等教育,PKU Core,2023,520,2
中国考试,初等中等教育,PKU Core,2023,521,3
天津师范大学学报.基础教育版,初等中等教育,PKU Core,2023,522,4
当代教育科学,初等中等教育,PKU Core,2023,523,5
基础教育,初等中等教育,PKU Core,2023,524,6
人民教育,初等中等教育,PKU Core,2023,525,7
上海教育科研,初等中等教育,PKU Core,2023,526,8
中小学管理,初等中等教育,PKU Core,2023,527,9
教学与管理,初等中等教育,PKU Core,2023,528,10
思想政治课教学,政治,PKU Core,2023,529,1
中学语文教学,语文,PKU Core,2023,530,1
语文建设,语文,PKU Core,2023,531,2
中小学英语教学与研究,外语,PKU Core,2023,532,1
中小学外语教学，中学篇,外语,PKU Core,2023,533,2
历史教学.上半月刊，注重教学研究,历史,PKU Core,2023,534,1
地理教学,地理,PKU Core,2023,535,1
数学教育学报,数学,PKU Core,2023,536,1
数学通报,数学,PKU Core,2023,537,2
物理教师,物理,PKU Core,2023,538,1
物理教学,物理,PKU Core,2023,539,2
化学教学,化学,PKU Core,2023,540,1
化学教育(中英文),化学,PKU Core,2023,541,2
生物学教学,生物,PKU Core,2023,542,1
中国高教研究,高等教育,PKU Core,2023,543,1
高等教育研究,高等教育,PKU Core,2023,544,2
高校教育管理,高等教育,PKU Core,2023,545,3
高等工程教育研究,高等教育,PKU Core,2023,546,4
国家教育行政学院学报,高等教育,PKU Core,2023,547,5
复旦教育论坛,高等教育,PKU Core,2023,548,6
江苏高教,高等教育,PKU Core,2023,549,7
学位与研究生教育,高等教育,PKU Core,2023,550,8
大学教育科学,高等教育,PKU Core,2023,551,9
现代大学教育,高等教育,PKU Core,2023,552,10
重庆高教研究,高等教育,PKU Core,2023,553,11
中国高等教育,高等教育,PKU Core,2023,554,12
中国大学教学,高等教育,PKU Core,2023,555,13
研究生教育研究,高等教育,PKU Core,2023,556,14
思想教育研究,高等教育,PKU Core,2023,557,15
高教探索,高等教育,PKU Core,2023,558,16
黑龙江高教研究,高等教育,PKU Core,2023,559,17
高教发展与评估,高等教育,PKU Core,2023,560,18
思想政治教育研究,高等教育,PKU Core,2023,561,19
中国职业技术教育,职业教育,PKU Core,2023,562,1
职教论坛,职业教育,PKU Core,2023,563,2
民族教育研究,职业教育,PKU Core,2023,564,3
教育与职业,职业教育,PKU Core,2023,565,4
职业技术教育,职业教育,PKU Core,2023,566,5
中国特殊教育,职业教育,PKU Core,2023,567,6
成人教育,职业教育,PKU Core,2023,568,7
体育科学,体育,PKU Core,2023,569,1
上海体育学院学报,体育,PKU Core,2023,570,2
北京体育大学学报,体育,PKU Core,2023,571,3
武汉体育学院学报,体育,PKU Core,2023,572,4
体育学研究,体育,PKU Core,2023,573,5
体育学刊,体育,PKU Core,2023,574,6
体育与科学,体育,PKU Core,2023,575,7
天津体育学院学报,体育,PKU Core,2023,576,8
中国体育科技,体育,PKU Core,2023,577,9
成都体育学院学报,体育,PKU Core,2023,578,10
西安体育学院学报,体育,PKU Core,2023,579,11
体育文化导刊,体育,PKU Core,2023,580,12
沈阳体育学院学报,体育,PKU Core,2023,581,13
首都体育学院学报,体育,PKU Core,2023,582,14
山东体育学院学报,体育,PKU Core,2023,583,15
广州体育学院学报,体育,PKU Core,2023,584,16
世界汉语教学,语言学，汉语，中国少数民族语言,PKU Core,2023,585,1
中国语文,语言学，汉语，中国少数民族语言,PKU Core,2023,586,2
语言教学与研究,语言学，汉语，中国少数民族语言,PKU Core,2023,587,3
中国翻译,语言学，汉语，中国少数民族语言,PKU Core,2023,588,4
当代语言学,语言学，汉语，中国少数民族语言,PKU Core,2023,589,5
当代修辞学,语言学，汉语，中国少数民族语言,PKU Core,2023,590,6
上海翻译,语言学，汉语，中国少数民族语言,PKU Core,2023,591,7
汉语学报,语言学，汉语，中国少数民族语言,PKU Core,2023,592,8
语言文字应用,语言学，汉语，中国少数民族语言,PKU Core,2023,593,9
语文研究,语言学，汉语，中国少数民族语言,PKU Core,2023,594,10
语言科学,语言学，汉语，中国少数民族语言,PKU Core,2023,595,11
汉语学习,语言学，汉语，中国少数民族语言,PKU Core,2023,596,12
语言战略研究,语言学，汉语，中国少数民族语言,PKU Core,2023,597,13
语言研究,语言学，汉语，中国少数民族语言,PKU Core,2023,598,14
方言,语言学，汉语，中国少数民族语言,PKU Core,2023,599,15
古汉语研究,语言学，汉语，中国少数民族语言,PKU Core,2023,600,16
民族语文,语言学，汉语，中国少数民族语言,PKU Core,2023,601,17
外语教学与研究,外国语言,PKU Core,2023,602,1
现代外语,外国语言,PKU Core,2023,603,2
外语界,外国语言,PKU Core,2023,604,3
中国外语,外国语言,PKU Core,2023,605,4
外国语,外国语言,PKU Core,2023,606,5
外语教学,外国语言,PKU Core,2023,607,6
外语与外语教学,外国语言,PKU Core,2023,608,7
外语电化教学,外国语言,PKU Core,2023,609,8
外语教学理论与实践,外国语言,PKU Core,2023,610,9
外语学刊,外国语言,PKU Core,2023,611,10
解放军外国语学院学报,外国语言,PKU Core,2023,612,11
外语研究,外国语言,PKU Core,2023,613,12
西安外国语大学学报,外国语言,PKU Core,2023,614,13
山东外语教学,外国语言,PKU Core,2023,615,14
外国语文,外国语言,PKU Core,2023,616,15
北京第二外国语学院学报,外国语言,PKU Core,2023,617,16
外语教育研究前沿,外国语言,PKU Core,2023,618,17
文学评论,文学,PKU Core,2023,619,1
中国现代文学研究丛刊,文学,PKU Core,2023,620,2
文学遗产,文学,PKU Core,2023,621,3
文艺理论研究,文学,PKU Core,2023,622,4
文艺争鸣,文学,PKU Core,2023,623,5
文艺研究,文学,PKU Core,2023,624,6
外国文学评论,文学,PKU Core,2023,625,7
外国文学研究,文学,PKU Core,2023,626,8
当代作家评论,文学,PKU Core,2023,627,9
外国文学,文学,PKU Core,2023,628,10
中国文学批评,文学,PKU Core,2023,629,11
扬子江文学评论,文学,PKU Core,2023,630,12
民族文学研究,文学,PKU Core,2023,631,13
中国文学研究(长沙),文学,PKU Core,2023,632,14
中国比较文学,文学,PKU Core,2023,633,15
南方文坛,文学,PKU Core,2023,634,16
小说评论,文学,PKU Core,2023,635,17
当代文坛,文学,PKU Core,2023,636,18
鲁迅研究月刊,文学,PKU Core,2023,637,19
文艺理论与批评,文学,PKU Core,2023,638,20
明清小说研究,文学,PKU Core,2023,639,21
国外文学,文学,PKU Core,2023,640,22
当代外国文学,文学,PKU Core,2023,641,23
红楼梦学刊,文学,PKU Core,2023,642,24
现代中文学刊,文学,PKU Core,2023,643,25
新文学史料,文学,PKU Core,2023,644,26
中国文化研究,文学,PKU Core,2023,645,27
中国当代文学研究,文学,PKU Core,2023,646,28
收获,文学作品,PKU Core,2023,647,1
花城,文学作品,PKU Core,2023,648,2
当代,文学作品,PKU Core,2023,649,3
人民文学,文学作品,PKU Core,2023,650,4
上海文学,文学作品,PKU Core,2023,651,5
十月,文学作品,PKU Core,2023,652,6
钟山,文学作品,PKU Core,2023,653,7
作家杂志,文学作品,PKU Core,2023,654,8
芙蓉,文学作品,PKU Core,2023,655,9
"北京文学,原创",文学作品,PKU Core,2023,656,10
江南,文学作品,PKU Core,2023,657,11
长城,文学作品,PKU Core,2023,658,12
长江文艺.原创,文学作品,PKU Core,2023,659,13
山花,文学作品,PKU Core,2023,660,14
民族艺术,艺术,PKU Core,2023,661,1
艺术百家,艺术,PKU Core,2023,662,2
美术研究,绘画雕塑工艺美术,PKU Core,2023,663,1
美术,绘画雕塑工艺美术,PKU Core,2023,664,2
艺术设计研究,绘画雕塑工艺美术,PKU Core,2023,665,3
南京艺术学院学报.美术与设计版,绘画雕塑工艺美术,PKU Core,2023,666,4
装饰,绘画雕塑工艺美术,PKU Core,2023,667,5
新美术,绘画雕塑工艺美术,PKU Core,2023,668,6
美术观察,绘画雕塑工艺美术,PKU Core,2023,669,7
书法研究,绘画雕塑工艺美术,PKU Core,2023,670,8
中国书法,绘画雕塑工艺美术,PKU Core,2023,671,9
音乐研究,音乐,PKU Core,2023,672,1
中央音乐学院学报,音乐,PKU Core,2023,673,2
音乐艺术,音乐,PKU Core,2023,674,3
中国音乐学,音乐,PKU Core,2023,675,4
中国音乐,音乐,PKU Core,2023,676,5
人民音乐,音乐,PKU Core,2023,677,6
星海音乐学院学报,音乐,PKU Core,2023,678,7
黄钟,音乐,PKU Core,2023,679,8
南京艺术学院学报.音乐与表演版,音乐,PKU Core,2023,680,9
音乐创作,音乐,PKU Core,2023,681,10
北京舞蹈学院学报,舞蹈,PKU Core,2023,682,1
戏剧艺术,戏剧,PKU Core,2023,683,1
戏剧,戏剧,PKU Core,2023,684,2
戏曲艺术,戏剧,PKU Core,2023,685,3
四川戏剧,戏剧,PKU Core,2023,686,4
戏剧文学,戏剧,PKU Core,2023,687,5
中国戏剧,戏剧,PKU Core,2023,688,6
电影艺术,电影电视,PKU Core,2023,689,1
当代电影,电影电视,PKU Core,2023,690,2
北京电影学院学报,电影电视,PKU Core,2023,691,3
电影新作,电影电视,PKU Core,2023,692,4
中国电视,电影电视,PKU Core,2023,693,5
世界电影,电影电视,PKU Core,2023,694,6
电影评介,电影电视,PKU Core,2023,695,7
电影文学,电影电视,PKU Core,2023,696,8
历史研究,历史,PKU Core,2023,697,1
近代史研究,历史,PKU Core,2023,698,2
清史研究,历史,PKU Core,2023,699,3
中国史研究,历史,PKU Core,2023,700,4
中国经济史研究,历史,PKU Core,2023,701,5
史学月刊,历史,PKU Core,2023,702,6
中国边疆史地研究,历史,PKU Core,2023,703,7
西域研究,历史,PKU Core,2023,704,8
史学集刊,历史,PKU Core,2023,705,9
世界历史,历史,PKU Core,2023,706,10
史林,历史,PKU Core,2023,707,11
史学理论研究,历史,PKU Core,2023,708,12
抗日战争研究,历史,PKU Core,2023,709,13
中国农史,历史,PKU Core,2023,710,14
史学史研究,历史,PKU Core,2023,711,15
安徽史学,历史,PKU Core,2023,712,16
中国社会经济史研究,历史,PKU Core,2023,713,17
文史,历史,PKU Core,2023,714,18
民俗研究,历史,PKU Core,2023,715,19
历史档案,历史,PKU Core,2023,716,20
当代中国史研究,历史,PKU Core,2023,717,21
中国藏学,历史,PKU Core,2023,718,22
党史研究与教学,历史,PKU Core,2023,719,23
文献,中国学、汉学,PKU Core,2023,720,1
中华文化论坛,中国学、汉学,PKU Core,2023,721,2
中国典籍与文化,中国学、汉学,PKU Core,2023,722,3
考古,考古,PKU Core,2023,723,1
考古学报,考古,PKU Core,2023,724,2
文物,考古,PKU Core,2023,725,3
考古与文物,考古,PKU Core,2023,726,4
中原文物,考古,PKU Core,2023,727,5
华夏考古,考古,PKU Core,2023,728,6
江汉考古,考古,PKU Core,2023,729,7
南方文物,考古,PKU Core,2023,730,8
敦煌研究,考古,PKU Core,2023,731,9
四川文物,考古,PKU Core,2023,732,10
东南文化,考古,PKU Core,2023,733,11
故宫博物院院刊,考古,PKU Core,2023,734,12
文物保护与考古科学,考古,PKU Core,2023,735,13
敦煌学辑刊,考古,PKU Core,2023,736,14
中国国家博物馆馆刊,考古,PKU Core,2023,737,15
北方文物,考古,PKU Core,2023,738,16
文博,考古,PKU Core,2023,739,17
农业考古,考古,PKU Core,2023,740,18
科学通报,综合理工农医类,PKU Core,2023,741,1
中国科学.技术科学,综合理工农医类,PKU Core,2023,742,2
中南大学学报.自然科学版,综合理工农医类,PKU Core,2023,743,3
北京大学学报.自然科学版,综合理工农医类,PKU Core,2023,744,4
西南交通大学学报,综合理工农医类,PKU Core,2023,745,5
同济大学学报.自然科学版,综合理工农医类,PKU Core,2023,746,6
工程科学学报,综合理工农医类,PKU Core,2023,747,7
中国工程科学,综合理工农医类,PKU Core,2023,748,8
哈尔滨工业大学学报,综合理工农医类,PKU Core,2023,749,9
浙江大学学报.工学版,综合理工农医类,PKU Core,2023,750,10
工程科学与技术,综合理工农医类,PKU Core,2023,751,11
西安交通大学学报,综合理工农医类,PKU Core,2023,752,12
清华大学学报.自然科学版,综合理工农医类,PKU Core,2023,753,13
应用基础与工程科学学报,综合理工农医类,PKU Core,2023,754,14
东南大学学报.自然科学版,综合理工农医类,PKU Core,2023,755,15
天津大学学报.自然科学与工程技术版,综合理工农医类,PKU Core,2023,756,16
河海大学学报.自然科学版,综合理工农医类,PKU Core,2023,757,17
华中科技大学学报.自然科学版,综合理工农医类,PKU Core,2023,758,18
湖南大学学报.自然科学版,综合理工农医类,PKU Core,2023,759,19
北京师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,760,20
上海交通大学学报,综合理工农医类,PKU Core,2023,761,21
吉林大学学报.工学版,综合理工农医类,PKU Core,2023,762,22
哈尔滨工程大学学报,综合理工农医类,PKU Core,2023,763,23
北京工业大学学报,综合理工农医类,PKU Core,2023,764,24
兰州大学学报.自然科学版,综合理工农医类,PKU Core,2023,765,25
北京理工大学学报,综合理工农医类,PKU Core,2023,766,26
华南理工大学学报.自然科学版,综合理工农医类,PKU Core,2023,767,27
南京大学学报.自然科学,综合理工农医类,PKU Core,2023,768,28
东北大学学报.自然科学版,综合理工农医类,PKU Core,2023,769,29
江苏大学学报.自然科学版,综合理工农医类,PKU Core,2023,770,30
西北大学学报.自然科学版,综合理工农医类,PKU Core,2023,771,31
西北工业大学学报,综合理工农医类,PKU Core,2023,772,32
重庆大学学报,综合理工农医类,PKU Core,2023,773,33
中山大学学报.自然科学版(中英文)（曾用名：中山大学学报.自然科学版）,综合理工农医类,PKU Core,2023,774,34
国防科技大学学报,综合理工农医类,PKU Core,2023,775,35
云南大学学报.自然科学版,综合理工农医类,PKU Core,2023,776,36
中国科学院大学学报,综合理工农医类,PKU Core,2023,777,37
北京交通大学学报,综合理工农医类,PKU Core,2023,778,38
南京理工大学学报,综合理工农医类,PKU Core,2023,779,39
大连理工大学学报,综合理工农医类,PKU Core,2023,780,40
西南大学学报，自然科学版,综合理工农医类,PKU Core,2023,781,41
应用科学学报,综合理工农医类,PKU Core,2023,782,42
武汉大学学报.理学版,综合理工农医类,PKU Core,2023,783,43
浙江大学学报.理学版,综合理工农医类,PKU Core,2023,784,44
厦门大学学报.自然科学版,综合理工农医类,PKU Core,2023,785,45
贵州师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,786,46
武汉大学学报.工学版,综合理工农医类,PKU Core,2023,787,47
深圳大学学报.理工版,综合理工农医类,PKU Core,2023,788,48
四川大学学报.自然科学版,综合理工农医类,PKU Core,2023,789,49
华东理工大学学报.自然科学版,综合理工农医类,PKU Core,2023,790,50
山西农业大学学报.自然科学版,综合理工农医类,PKU Core,2023,791,51
华北水利水电大学学报.自然科学版,综合理工农医类,PKU Core,2023,792,52
复旦学报.自然科学版,综合理工农医类,PKU Core,2023,793,53
山东大学学报.工学版,综合理工农医类,PKU Core,2023,794,54
陕西师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,795,55
华东师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,796,56
空军工程大学学报（曾用名：空军工程大学学报.自然科学版）,综合理工农医类,PKU Core,2023,797,57
华中师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,798,58
重庆理工大学学报.自然科学版,综合理工农医类,PKU Core,2023,799,59
广西科学,综合理工农医类,PKU Core,2023,800,60
燕山大学学报,综合理工农医类,PKU Core,2023,801,61
西安科技大学学报,综合理工农医类,PKU Core,2023,802,62
山东科技大学学报，自然科学版,综合理工农医类,PKU Core,2023,803,63
东华理工大学学报。自然科学版,综合理工农医类,PKU Core,2023,804,64
暨南大学学报.自然科学与医学版,综合理工农医类,PKU Core,2023,805,65
北京化工大学学报·自然科学版,综合理工农医类,PKU Core,2023,806,66
上海大学学报.自然科学版,综合理工农医类,PKU Core,2023,807,67
石河子大学学报.自然科学版,综合理工农医类,PKU Core,2023,808,68
山东大学学报.理学版,综合理工农医类,PKU Core,2023,809,69
桂林理工大学学报,综合理工农医类,PKU Core,2023,810,70
河南理工大学学报.自然科学版,综合理工农医类,PKU Core,2023,811,71
吉林大学学报.理学版,综合理工农医类,PKU Core,2023,812,72
武汉科技大学学报,综合理工农医类,PKU Core,2023,813,73
南京师大学报.自然科学版,综合理工农医类,PKU Core,2023,814,74
郑州大学学报.工学版,综合理工农医类,PKU Core,2023,815,75
合肥工业大学学报.自然科学版,综合理工农医类,PKU Core,2023,816,76
浙江工业大学学报,综合理工农医类,PKU Core,2023,817,77
科学技术与工程,综合理工农医类,PKU Core,2023,818,78
河南科技大学学报.自然科学版,综合理工农医类,PKU Core,2023,819,79
南京信息工程大学学报.自然科学版,综合理工农医类,PKU Core,2023,820,80
太原理工大学学报,综合理工农医类,PKU Core,2023,821,81
沈阳工业大学学报,综合理工农医类,PKU Core,2023,822,82
南京工业大学学报.自然科学版,综合理工农医类,PKU Core,2023,823,83
河南师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,824,84
华南师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,825,85
广西大学学报.自然科学版,综合理工农医类,PKU Core,2023,826,86
广西师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,827,87
郑州大学学报.理学版,综合理工农医类,PKU Core,2023,828,88
福州大学学报.自然科学版,综合理工农医类,PKU Core,2023,829,89
河北科技大学学报,综合理工农医类,PKU Core,2023,830,90
高技术通讯,综合理工农医类,PKU Core,2023,831,91
河北大学学报·自然科学版,综合理工农医类,PKU Core,2023,832,92
天津工业大学学报,综合理工农医类,PKU Core,2023,833,93
三峡大学学报.自然科学版,综合理工农医类,PKU Core,2023,834,94
哈尔滨理工大学学报,综合理工农医类,PKU Core,2023,835,95
福建师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,836,96
昆明理工大学学报.自然科学版,综合理工农医类,PKU Core,2023,837,97
天津师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,838,98
兰州理工大学学报,综合理工农医类,PKU Core,2023,839,99
内蒙古农业大学学报.自然科学版,综合理工农医类,PKU Core,2023,840,100
西安理工大学学报,综合理工农医类,PKU Core,2023,841,101
山东农业大学学报.自然科学版,综合理工农医类,PKU Core,2023,842,102
江西师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,843,103
湖南师范大学自然科学学报,综合理工农医类,PKU Core,2023,844,104
重庆师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,845,105
东北师大学报.自然科学版,综合理工农医类,PKU Core,2023,846,106
上海理工大学学报,综合理工农医类,PKU Core,2023,847,107
南开大学学报.自然科学版,综合理工农医类,PKU Core,2023,848,108
济南大学学报.自然科学版,综合理工农医类,PKU Core,2023,849,109
辽宁工程技术大学学报.自然科学版,综合理工农医类,PKU Core,2023,850,110
海军工程大学学报,综合理工农医类,PKU Core,2023,851,111
安徽大学学报.自然科学版,综合理工农医类,PKU Core,2023,852,112
河南大学学报.自然科学版,综合理工农医类,PKU Core,2023,853,113
西南师范大学学报.自然科学版,综合理工农医类,PKU Core,2023,854,114
山西大学学报.自然科学版,综合理工农医类,PKU Core,2023,855,115
湖南科技大学学报.自然科学版,综合理工农医类,PKU Core,2023,856,116
中国科学技术大学学报,综合理工农医类,PKU Core,2023,857,117
自然辩证法研究,自然科学总论,PKU Core,2023,858,1
自然科学史研究,自然科学总论,PKU Core,2023,859,2
系统工程理论与实践,自然科学总论,PKU Core,2023,860,3
自然辩证法通讯,自然科学总论,PKU Core,2023,861,4
科学技术哲学研究,自然科学总论,PKU Core,2023,862,5
中国科技史杂志,自然科学总论,PKU Core,2023,863,6
中国科学院院刊,自然科学总论,PKU Core,2023,864,7
系统科学学报,自然科学总论,PKU Core,2023,865,8
中国科学基金,自然科学总论,PKU Core,2023,866,9
系统管理学报,自然科学总论,PKU Core,2023,867,10
科普研究,自然科学总论,PKU Core,2023,868,11
系统工程,自然科学总论,PKU Core,2023,869,12
复杂系统与复杂性科学,自然科学总论,PKU Core,2023,870,13
系统工程学报,自然科学总论,PKU Core,2023,871,14
实验室研究与探索,自然科学总论,PKU Core,2023,872,15
科技导报,自然科学总论,PKU Core,2023,873,16
实验技术与管理,自然科学总论,PKU Core,2023,874,17
数学学报,数学,PKU Core,2023,875,1
中国科学.数学,数学,PKU Core,2023,876,2
应用数学学报,数学,PKU Core,2023,877,3
数学物理学报,数学,PKU Core,2023,878,4
系统科学与数学,数学,PKU Core,2023,879,5
高校应用数学学报.A辑,数学,PKU Core,2023,880,6
应用数学,数学,PKU Core,2023,881,7
数学年刊.A辑,数学,PKU Core,2023,882,8
应用概率统计,数学,PKU Core,2023,883,9
数学进展,数学,PKU Core,2023,884,10
运筹学学报,数学,PKU Core,2023,885,11
模糊系统与数学,数学,PKU Core,2023,886,12
计算数学,数学,PKU Core,2023,887,13
工程数学学报,数学,PKU Core,2023,888,14
数学的实践与认识,数学,PKU Core,2023,889,15
力学学报,力学,PKU Core,2023,890,1
爆炸与冲击,力学,PKU Core,2023,891,2
振动与冲击,力学,PKU Core,2023,892,3
工程力学,力学,PKU Core,2023,893,4
固体力学学报,力学,PKU Core,2023,894,5
计算力学学报,力学,PKU Core,2023,895,6
振动工程学报,力学,PKU Core,2023,896,7
力学季刊,力学,PKU Core,2023,897,8
应用数学和力学,力学,PKU Core,2023,898,9
应用力学学报,力学,PKU Core,2023,899,10
实验力学,力学,PKU Core,2023,900,11
力学进展,力学,PKU Core,2023,901,12
光学学报,物理学,PKU Core,2023,902,1
物理学报,物理学,PKU Core,2023,903,2
中国激光,物理学,PKU Core,2023,904,3
中国光学(中英文)（曾用名：中国光学）,物理学,PKU Core,2023,905,4
光子学报,物理学,PKU Core,2023,906,5
光谱学与光谱分析,物理学,PKU Core,2023,907,6
发光学报,物理学,PKU Core,2023,908,7
中国科学.物理学 力学 天文学,物理学,PKU Core,2023,909,8
声学学报,物理学,PKU Core,2023,910,9
物理学进展,物理学,PKU Core,2023,911,10
原子核物理评论,物理学,PKU Core,2023,912,11
量子电子学报,物理学,PKU Core,2023,913,12
量子光学学报,物理学,PKU Core,2023,914,13
强激光与粒子束,物理学,PKU Core,2023,915,14
原子与分子物理学报,物理学,PKU Core,2023,916,15
物理,物理学,PKU Core,2023,917,16
计算物理,物理学,PKU Core,2023,918,17
高压物理学报,物理学,PKU Core,2023,919,18
光散射学报,物理学,PKU Core,2023,920,19
化学学报,化学,PKU Core,2023,921,1
分析化学,化学,PKU Core,2023,922,2
色谱,化学,PKU Core,2023,923,3
有机化学,化学,PKU Core,2023,924,4
分析测试学报,化学,PKU Core,2023,925,5
物理化学学报,化学,PKU Core,2023,926,6
化学进展,化学,PKU Core,2023,927,7
高等学校化学学报,化学,PKU Core,2023,928,8
分析试验室,化学,PKU Core,2023,929,9
中国科学.化学,化学,PKU Core,2023,930,10
质谱学报,化学,PKU Core,2023,931,11
无机化学学报,化学,PKU Core,2023,932,12
理化检验.化学分册,化学,PKU Core,2023,933,13
分子催化,化学,PKU Core,2023,934,14
分析科学学报,化学,PKU Core,2023,935,15
化学研究与应用,化学,PKU Core,2023,936,16
功能高分子学报,化学,PKU Core,2023,937,17
化学通报,化学,PKU Core,2023,938,18
中国无机分析化学,化学,PKU Core,2023,939,19
人工晶体学报,化学,PKU Core,2023,940,20
天文学报,天文学,PKU Core,2023,941,1
天文学进展,天文学,PKU Core,2023,942,2
测绘学报,测绘学,PKU Core,2023,943,1
武汉大学学报.信息科学版,测绘学,PKU Core,2023,944,2
测绘通报,测绘学,PKU Core,2023,945,3
遥感学报,测绘学,PKU Core,2023,946,4
测绘科学,测绘学,PKU Core,2023,947,5
地球信息科学学报,测绘学,PKU Core,2023,948,6
大地测量与地球动力学,测绘学,PKU Core,2023,949,7
导航定位学报,测绘学,PKU Core,2023,950,8
海洋测绘,测绘学,PKU Core,2023,951,9
地球物理学报,地球物理,PKU Core,2023,952,1
地震地质,地球物理,PKU Core,2023,953,2
地震学报,地球物理,PKU Core,2023,954,3
地震研究,地球物理,PKU Core,2023,955,4
地震,地球物理,PKU Core,2023,956,5
中国地震,地球物理,PKU Core,2023,957,6
地震工程学报,地球物理,PKU Core,2023,958,7
地球物理学进展,地球物理,PKU Core,2023,959,8
震灾防御技术,地球物理,PKU Core,2023,960,9
水文,地球物理,PKU Core,2023,961,10
气象学报,气象,PKU Core,2023,962,1
大气科学,气象,PKU Core,2023,963,2
高原气象,气象,PKU Core,2023,964,3
应用气象学报,气象,PKU Core,2023,965,4
气象,气象,PKU Core,2023,966,5
气候变化研究进展,气象,PKU Core,2023,967,6
